Polling for available serial device...
Opening serial monitor for com port: "/dev/tty.usbmodem11201"
Serial monitor opened successfully:
22 devices found
FB:C4:EB:4F:D2:2F,-75
EA:85:F1:C6:5A:4B,-64
8D:19:B4:EB:0D:6E,-71
45:EF:5D:9F:AB:E9,-67
74:33:56:D2:E6:0E,-61
51:C9:10:DC:A8:79,-78
75:4E:1A:25:A4:53,-45
8E:39:C4:94:D8:76,-45
44:16:F7:7A:41:5D,-49
1E:D2:DA:65:15:57,-83
34:5D:7F:18:7F:15,-53
26:9C:DB:3E:CC:0B,-46
BE:10:37:10:F8:4A,-68
6A:39:B9:FE:FA:CF,-46
C2:87:56:CF:F5:16,-73
C8:C0:32:A5:6A:E3,-76
92:E3:FE:95:E1:25,-78
4B:99:7A:EB:43:50,-80
22 devices found
FB:C4:EB:4F:D2:2F,-78
74:33:56:D2:E6:0E,-60
4B:99:7A:EB:43:50,-71
C2:87:56:CF:F5:16,-71
45:EF:5D:9F:AB:E9,-68
26:9C:DB:3E:CC:0B,-45
44:16:F7:7A:41:5D,-47
34:5D:7F:18:7F:15,-60
92:E3:FE:95:E1:25,-71
75:4E:1A:25:A4:53,-47
8E:39:C4:94:D8:76,-46
B9:D2:4A:4F:CB:D6,-79
BE:10:37:10:F8:4A,-71
8D:19:B4:EB:0D:6E,-71
A8:F0:E0:91:32:FF,-80
51:C9:10:DC:A8:79,-71
23:04:31:BB:F4:53,-82
EA:85:F1:C6:5A:4B,-66
CA:62:4F:14:2F:14,-46
A0:F2:8F:46:BC:ED,-39
65:05:40:68:F8:D1,-54
C8:C0:32:A5:6A:E3,-68


Serial connection closed.  Attempting to reconnect...
Serial monitor opened successfully:
23 devices found
FB:C4:EB:4F:D2:2F,-71
CA:62:4F:14:2F:14,-46
65:05:40:68:F8:D1,-55
22:02:0D:20:24:55,-84
74:33:56:D2:E6:0E,-56
45:EF:5D:9F:AB:E9,-68
51:C9:10:DC:A8:79,-74
34:5D:7F:18:7F:15,-50
EA:85:F1:C6:5A:4B,-65
26:9C:DB:3E:CC:0B,-48
C8:C0:32:A5:6A:E3,-76
BE:10:37:10:F8:4A,-68
4B:99:7A:EB:43:50,-82
A8:F0:E0:91:32:FF,-81
44:16:F7:7A:41:5D,-49
B9:D2:4A:4F:CB:D6,-83
8E:39:C4:94:D8:76,-49
C2:87:56:CF:F5:16,-69
8D:19:B4:EB:0D:6E,-77
92:E3:FE:95:E1:25,-73
1E:D2:DA:65:15:57,-83
2D:2F:27:25:9D:71,-64
75:4E:1A:25:A4:53,-47
22 devices found
44:16:F7:7A:41:5D,-43
51:C9:10:DC:A8:79,-63
45:EF:5D:9F:AB:E9,-68
C2:87:56:CF:F5:16,-71
FB:C4:EB:4F:D2:2F,-69
26:9C:DB:3E:CC:0B,-50
8E:39:C4:94:D8:76,-51
92:E3:FE:95:E1:25,-74
EA:85:F1:C6:5A:4B,-60
34:5D:7F:18:7F:15,-51
A8:F0:E0:91:32:FF,-73
75:4E:1A:25:A4:53,-51
C8:C0:32:A5:6A:E3,-80
74:33:56:D2:E6:0E,-66
8D:19:B4:EB:0D:6E,-71
BE:10:37:10:F8:4A,-71
1E:D2:DA:65:15:57,-83
2D:2F:27:25:9D:71,-63
CA:62:4F:14:2F:14,-45
B9:D2:4A:4F:CB:D6,-59
4B:99:7A:EB:43:50,-72
65:05:40:68:F8:D1,-66
22 devices found
34:5D:7F:18:7F:15,-50
EA:85:F1:C6:5A:4B,-62
8E:39:C4:94:D8:76,-54
26:9C:DB:3E:CC:0B,-52
92:E3:FE:95:E1:25,-80
CA:62:4F:14:2F:14,-47
FB:C4:EB:4F:D2:2F,-69
4B:99:7A:EB:43:50,-82
44:16:F7:7A:41:5D,-45
A8:F0:E0:91:32:FF,-80
75:4E:1A:25:A4:53,-52
2D:2F:27:25:9D:71,-63
C8:C0:32:A5:6A:E3,-68
A0:F2:8F:46:BC:ED,-48
51:C9:10:DC:A8:79,-66
8D:19:B4:EB:0D:6E,-72
BE:10:37:10:F8:4A,-64
C2:87:56:CF:F5:16,-67
74:33:56:D2:E6:0E,-52
6A:39:B9:FE:FA:CF,-47
45:EF:5D:9F:AB:E9,-74
1E:D2:DA:65:15:57,-80
23 devices found
EA:85:F1:C6:5A:4B,-75
FB:C4:EB:4F:D2:2F,-69
2D:2F:27:25:9D:71,-64
74:33:56:D2:E6:0E,-53
45:EF:5D:9F:AB:E9,-63
8E:39:C4:94:D8:76,-49
26:9C:DB:3E:CC:0B,-49
44:16:F7:7A:41:5D,-47
BE:10:37:10:F8:4A,-70
51:C9:10:DC:A8:79,-78
65:05:40:68:F8:D1,-57
C8:C0:32:A5:6A:E3,-82
8D:19:B4:EB:0D:6E,-70
C2:87:56:CF:F5:16,-67
34:5D:7F:18:7F:15,-57
CA:62:4F:14:2F:14,-44
75:4E:1A:25:A4:53,-53
A0:F2:8F:46:BC:ED,-50
92:E3:FE:95:E1:25,-72
B9:D2:4A:4F:CB:D6,-60
A8:F0:E0:91:32:FF,-83
4B:99:7A:EB:43:50,-88
1E:D2:DA:65:15:57,-82
20 devices found
FB:C4:EB:4F:D2:2F,-70
34:5D:7F:18:7F:15,-58
CA:62:4F:14:2F:14,-45
EA:85:F1:C6:5A:4B,-65
92:E3:FE:95:E1:25,-75
A8:F0:E0:91:32:FF,-73
75:4E:1A:25:A4:53,-47
C8:C0:32:A5:6A:E3,-65
74:33:56:D2:E6:0E,-57
8E:39:C4:94:D8:76,-47
45:EF:5D:9F:AB:E9,-77
BE:10:37:10:F8:4A,-64
C2:87:56:CF:F5:16,-66
51:C9:10:DC:A8:79,-68
44:16:F7:7A:41:5D,-44
4B:99:7A:EB:43:50,-73
8D:19:B4:EB:0D:6E,-69
26:9C:DB:3E:CC:0B,-45
1E:D2:DA:65:15:57,-82
6A:39:B9:FE:FA:CF,-48
22 devices found
34:5D:7F:18:7F:15,-55
C8:C0:32:A5:6A:E3,-81
A8:F0:E0:91:32:FF,-75
FB:C4:EB:4F:D2:2F,-73
26:9C:DB:3E:CC:0B,-44
EA:85:F1:C6:5A:4B,-60
1E:D2:DA:65:15:57,-84
8E:39:C4:94:D8:76,-51
75:4E:1A:25:A4:53,-50
CA:62:4F:14:2F:14,-46
8D:19:B4:EB:0D:6E,-72
44:16:F7:7A:41:5D,-48
BE:10:37:10:F8:4A,-67
4B:99:7A:EB:43:50,-76
45:EF:5D:9F:AB:E9,-65
C2:87:56:CF:F5:16,-74
51:C9:10:DC:A8:79,-76
92:E3:FE:95:E1:25,-67
74:33:56:D2:E6:0E,-61
23:04:31:BB:F4:53,-86
6A:39:B9:FE:FA:CF,-45
22:02:0D:20:24:55,-83
21 devices found
C2:87:56:CF:F5:16,-69
26:9C:DB:3E:CC:0B,-50
EA:85:F1:C6:5A:4B,-60
92:E3:FE:95:E1:25,-72
74:33:56:D2:E6:0E,-54
34:5D:7F:18:7F:15,-56
C8:C0:32:A5:6A:E3,-84
8D:19:B4:EB:0D:6E,-71
44:16:F7:7A:41:5D,-46
1E:D2:DA:65:15:57,-80
23:04:31:BB:F4:53,-83
CA:62:4F:14:2F:14,-48
45:EF:5D:9F:AB:E9,-73
FB:C4:EB:4F:D2:2F,-75
A8:F0:E0:91:32:FF,-81
D0:69:1E:34:48:03,-91
BE:10:37:10:F8:4A,-70
51:C9:10:DC:A8:79,-67
65:05:40:68:F8:D1,-56
22:02:0D:20:24:55,-82
B9:D2:4A:4F:CB:D6,-61


Serial connection closed.  Attempting to reconnect...
Serial monitor opened successfully:


Serial connection closed.  Attempting to reconnect...
Serial monitor opened successfully:
25 devices found
D8:28:13:33:CB:F3,-49
C8:C0:32:A5:6A:E3,-79
A9:C9:73:7F:18:4B,-81
BE:10:37:10:F8:4A,-70
29:52:55:F6:7B:1D,-61
E5:67:6D:A8:8E:65,-65
8D:19:B4:EB:0D:6E,-70
2D:2F:27:25:9D:71,-65
38:C8:B7:AC:CC:50,-84
17:CA:0A:BF:40:5D,-56
91:32:D3:4A:8F:CD,-56
26:9C:DB:3E:CC:0B,-50
2E:CD:90:37:0B:09,-67
75:4E:1A:25:A4:53,-52
07:EF:A7:F5:6B:4C,-84
8E:39:C4:94:D8:76,-46
45:EF:5D:9F:AB:E9,-68
6E:94:73:57:AE:39,-59
61:DA:01:95:F2:6D,-81
17:F7:A3:29:D7:17,-57
51:C9:10:DC:A8:79,-80
A8:F0:E0:91:32:FF,-84
36:F2:B3:AA:63:FF,-61
4B:99:7A:EB:43:50,-79
A8:A1:87:64:B7:F1,-76
20 devices found
BE:10:37:10:F8:4A,-66
26:9C:DB:3E:CC:0B,-50
6E:94:73:57:AE:39,-58
2E:CD:90:37:0B:09,-70
17:F7:A3:29:D7:17,-60
17:CA:0A:BF:40:5D,-59
29:52:55:F6:7B:1D,-62
51:C9:10:DC:A8:79,-79
C8:C0:32:A5:6A:E3,-79
8E:39:C4:94:D8:76,-47
A9:C9:73:7F:18:4B,-80
E5:67:6D:A8:8E:65,-57
8D:19:B4:EB:0D:6E,-69
75:4E:1A:25:A4:53,-47
4B:99:7A:EB:43:50,-82
45:EF:5D:9F:AB:E9,-68
A8:F0:E0:91:32:FF,-86
2D:2F:27:25:9D:71,-70
61:DA:01:95:F2:6D,-83
36:F2:B3:AA:63:FF,-65
23 devices found
17:F7:A3:29:D7:17,-57
6E:94:73:57:AE:39,-59
E5:67:6D:A8:8E:65,-67
8E:39:C4:94:D8:76,-46
75:4E:1A:25:A4:53,-46
D8:28:13:33:CB:F3,-48
26:9C:DB:3E:CC:0B,-46
4B:99:7A:EB:43:50,-88
2E:CD:90:37:0B:09,-65
17:CA:0A:BF:40:5D,-53
29:52:55:F6:7B:1D,-64
91:32:D3:4A:8F:CD,-57
C8:C0:32:A5:6A:E3,-72
51:C9:10:DC:A8:79,-62
45:EF:5D:9F:AB:E9,-73
BE:10:37:10:F8:4A,-72
07:EF:A7:F5:6B:4C,-85
2D:2F:27:25:9D:71,-64
A8:F0:E0:91:32:FF,-82
61:DA:01:95:F2:6D,-87
A9:C9:73:7F:18:4B,-87
A8:A1:87:64:B7:F1,-87
8D:19:B4:EB:0D:6E,-76
25 devices found
51:C9:10:DC:A8:79,-66
17:CA:0A:BF:40:5D,-52
26:9C:DB:3E:CC:0B,-46
45:EF:5D:9F:AB:E9,-77
17:F7:A3:29:D7:17,-60
6E:94:73:57:AE:39,-57
29:52:55:F6:7B:1D,-75
2D:2F:27:25:9D:71,-69
C8:C0:32:A5:6A:E3,-74
A9:C9:73:7F:18:4B,-83
0E:68:EE:8B:FC:6D,-84
8D:19:B4:EB:0D:6E,-69
A8:F0:E0:91:32:FF,-75
2E:CD:90:37:0B:09,-83
75:4E:1A:25:A4:53,-57
E5:67:6D:A8:8E:65,-59
91:32:D3:4A:8F:CD,-56
BE:10:37:10:F8:4A,-78
4B:99:7A:EB:43:50,-74
E0:4F:5F:49:82:0A,-90
8E:39:C4:94:D8:76,-57
36:F2:B3:AA:63:FF,-64
A8:A1:87:64:B7:F1,-86
07:EF:A7:F5:6B:4C,-82
38:C8:B7:AC:CC:50,-81
22 devices found
17:CA:0A:BF:40:5D,-60
A8:F0:E0:91:32:FF,-80
17:F7:A3:29:D7:17,-57
45:EF:5D:9F:AB:E9,-72
75:4E:1A:25:A4:53,-63
A8:A1:87:64:B7:F1,-86
6E:94:73:57:AE:39,-58
26:9C:DB:3E:CC:0B,-47
BE:10:37:10:F8:4A,-71
07:EF:A7:F5:6B:4C,-81
E5:67:6D:A8:8E:65,-58
29:52:55:F6:7B:1D,-74
A9:C9:73:7F:18:4B,-78
2D:2F:27:25:9D:71,-71
8D:19:B4:EB:0D:6E,-77
C8:C0:32:A5:6A:E3,-74
51:C9:10:DC:A8:79,-82
8E:39:C4:94:D8:76,-56
2E:CD:90:37:0B:09,-68
4B:99:7A:EB:43:50,-84
0E:68:EE:8B:FC:6D,-85
38:C8:B7:AC:CC:50,-79
24 devices found
45:EF:5D:9F:AB:E9,-70
75:4E:1A:25:A4:53,-51
8E:39:C4:94:D8:76,-52
26:9C:DB:3E:CC:0B,-51
29:52:55:F6:7B:1D,-80
6E:94:73:57:AE:39,-52
A8:A1:87:64:B7:F1,-83
A8:F0:E0:91:32:FF,-76
51:C9:10:DC:A8:79,-62
8D:19:B4:EB:0D:6E,-71
E0:4F:5F:49:82:0A,-85
17:CA:0A:BF:40:5D,-55
17:F7:A3:29:D7:17,-58
2E:CD:90:37:0B:09,-83
2D:2F:27:25:9D:71,-68
BE:10:37:10:F8:4A,-77
A9:C9:73:7F:18:4B,-75
91:32:D3:4A:8F:CD,-56
4B:99:7A:EB:43:50,-71
E5:67:6D:A8:8E:65,-63
C8:C0:32:A5:6A:E3,-78
D8:28:13:33:CB:F3,-52
0E:68:EE:8B:FC:6D,-87
E9:BF:1B:CD:E6:26,-83


Serial connection closed.  Attempting to reconnect...
Serial monitor opened successfully:
29 devices found
C8:C0:32:A5:6A:E3,-77
EE:87:01:E3:60:62,-56
3C:02:D7:03:CF:41,-52
26:D3:23:19:67:0E,-63
A8:F0:E0:91:32:FF,-80
E3:18:B7:E6:19:13,-50
FA:A6:85:D2:1E:42,-54
45:EF:5D:9F:AB:E9,-70
9E:46:A6:D3:0E:72,-71
65:D6:0F:6E:07:7C,-69
F7:F0:F1:05:32:7B,-46
BA:56:8A:72:B7:1E,-58
52:D5:DE:E9:C2:3D,-78
1F:59:9D:B0:7B:6D,-82
8E:65:08:59:C7:74,-56
2D:2F:27:25:9D:71,-70
D1:D2:09:21:1D:05,-86
A9:BB:16:7B:E9:0C,-66
B9:06:36:33:9D:18,-79
51:C9:10:DC:A8:79,-81
34:A9:57:5E:34:56,-80
BA:52:D1:37:92:DC,-79
21:D4:0E:B3:97:E7,-55
E2:5B:9B:B1:31:D1,-54
C0:67:CC:AB:83:EC,-88
B9:DE:24:A0:D2:5F,-90
43:0E:12:FC:8D:41,-79
7A:95:09:6C:CF:61,-76
2B:8A:66:FB:D9:4F,-86
28 devices found
4F:FC:8B:3C:E4:F0,-56
C8:C0:32:A5:6A:E3,-69
EE:87:01:E3:60:62,-54
2D:2F:27:25:9D:71,-73
3C:02:D7:03:CF:41,-47
1F:59:9D:B0:7B:6D,-65
E3:18:B7:E6:19:13,-47
51:C9:10:DC:A8:79,-65
FA:A6:85:D2:1E:42,-59
BA:56:8A:72:B7:1E,-62
A9:BB:16:7B:E9:0C,-80
45:EF:5D:9F:AB:E9,-80
8E:65:08:59:C7:74,-59
26:D3:23:19:67:0E,-62
25:33:74:5C:47:37,-85
F7:F0:F1:05:32:7B,-46
A8:F0:E0:91:32:FF,-81
52:D5:DE:E9:C2:3D,-64
34:A9:57:5E:34:56,-78
E2:5B:9B:B1:31:D1,-48
9E:46:A6:D3:0E:72,-68
B9:06:36:33:9D:18,-75
D1:D2:09:21:1D:05,-82
65:D6:0F:6E:07:7C,-85
7A:95:09:6C:CF:61,-88
C0:07:96:2B:97:C2,-77
F9:3E:19:65:7D:45,-87
C0:67:CC:AB:83:EC,-87
25 devices found
A9:BB:16:7B:E9:0C,-63
2D:2F:27:25:9D:71,-65
7A:95:09:6C:CF:61,-73
65:D6:0F:6E:07:7C,-77
3C:02:D7:03:CF:41,-49
45:EF:5D:9F:AB:E9,-75
E3:18:B7:E6:19:13,-48
34:A9:57:5E:34:56,-74
C8:C0:32:A5:6A:E3,-81
26:D3:23:19:67:0E,-62
FA:A6:85:D2:1E:42,-51
A8:F0:E0:91:32:FF,-76
9E:46:A6:D3:0E:72,-70
8E:65:08:59:C7:74,-53
EE:87:01:E3:60:62,-55
1F:59:9D:B0:7B:6D,-80
52:D5:DE:E9:C2:3D,-75
D1:D2:09:21:1D:05,-87
BA:56:8A:72:B7:1E,-57
B9:06:36:33:9D:18,-85
21:D4:0E:B3:97:E7,-56
25:33:74:5C:47:37,-80
F7:F0:F1:05:32:7B,-46
51:C9:10:DC:A8:79,-84
43:0E:12:FC:8D:41,-84
29 devices found
A8:F0:E0:91:32:FF,-82
EE:87:01:E3:60:62,-53
51:C9:10:DC:A8:79,-67
52:D5:DE:E9:C2:3D,-66
C0:07:96:2B:97:C2,-76
34:A9:57:5E:34:56,-81
26:D3:23:19:67:0E,-62
4F:FC:8B:3C:E4:F0,-58
C8:C0:32:A5:6A:E3,-71
2D:2F:27:25:9D:71,-64
45:EF:5D:9F:AB:E9,-75
A9:BB:16:7B:E9:0C,-79
B9:06:36:33:9D:18,-78
3C:02:D7:03:CF:41,-55
E3:18:B7:E6:19:13,-44
7A:95:09:6C:CF:61,-85
D1:D2:09:21:1D:05,-88
9E:46:A6:D3:0E:72,-77
F7:F0:F1:05:32:7B,-45
25:33:74:5C:47:37,-87
FA:A6:85:D2:1E:42,-57
8E:65:08:59:C7:74,-62
BA:56:8A:72:B7:1E,-57
65:D6:0F:6E:07:7C,-75
BA:52:D1:37:92:DC,-73
21:D4:0E:B3:97:E7,-56
1F:59:9D:B0:7B:6D,-65
2B:8A:66:FB:D9:4F,-85
43:0E:12:FC:8D:41,-85
29 devices found
EE:87:01:E3:60:62,-63
8E:65:08:59:C7:74,-61
52:D5:DE:E9:C2:3D,-77
A8:F0:E0:91:32:FF,-75
45:EF:5D:9F:AB:E9,-72
BA:56:8A:72:B7:1E,-59
C8:C0:32:A5:6A:E3,-69
F7:F0:F1:05:32:7B,-45
A9:BB:16:7B:E9:0C,-66
26:D3:23:19:67:0E,-65
3C:02:D7:03:CF:41,-50
51:C9:10:DC:A8:79,-74
34:A9:57:5E:34:56,-76
9E:46:A6:D3:0E:72,-72
65:D6:0F:6E:07:7C,-67
2D:2F:27:25:9D:71,-72
B9:06:36:33:9D:18,-74
D1:D2:09:21:1D:05,-84
FA:A6:85:D2:1E:42,-61
E3:18:B7:E6:19:13,-46
B9:DE:24:A0:D2:5F,-89
68:14:F6:53:E4:01,-84
E2:5B:9B:B1:31:D1,-48
2B:8A:66:FB:D9:4F,-83
1F:59:9D:B0:7B:6D,-86
C0:07:96:2B:97:C2,-70
4F:FC:8B:3C:E4:F0,-65
21:0D:BD:6E:F4:E2,-85
7A:95:09:6C:CF:61,-72
27 devices found
A9:BB:16:7B:E9:0C,-67
52:D5:DE:E9:C2:3D,-82
A8:F0:E0:91:32:FF,-78
45:EF:5D:9F:AB:E9,-75
43:0E:12:FC:8D:41,-89
BA:56:8A:72:B7:1E,-55
EE:87:01:E3:60:62,-58
50:8D:BC:DC:88:4D,-52
C8:C0:32:A5:6A:E3,-71
1F:59:9D:B0:7B:6D,-67
2B:8A:66:FB:D9:4F,-86
95:9F:30:58:62:26,-46
8E:65:08:59:C7:74,-72
26:D3:23:19:67:0E,-64
FA:A6:85:D2:1E:42,-53
F0:CC:CB:F7:73:D9,-87
2D:2F:27:25:9D:71,-64
65:D6:0F:6E:07:7C,-79
68:14:F6:53:E4:01,-77
D1:D2:09:21:1D:05,-84
C4:8C:2F:F3:05:4A,-50
9E:46:A6:D3:0E:72,-84
51:C9:10:DC:A8:79,-62
BA:52:D1:37:92:DC,-77
25:33:74:5C:47:37,-84
B9:06:36:33:9D:18,-77
7A:95:09:6C:CF:61,-84
31 devices found
C8:C0:32:A5:6A:E3,-77
EE:87:01:E3:60:62,-56
A8:F0:E0:91:32:FF,-76
2B:8A:66:FB:D9:4F,-82
95:9F:30:58:62:26,-45
65:D6:0F:6E:07:7C,-75
BA:56:8A:72:B7:1E,-59
25:33:74:5C:47:37,-87
26:D3:23:19:67:0E,-62
C0:07:96:2B:97:C2,-73
4F:FC:8B:3C:E4:F0,-58
50:8D:BC:DC:88:4D,-49
1F:59:9D:B0:7B:6D,-81
7A:95:09:6C:CF:61,-85
F0:CC:CB:F7:73:D9,-87
D1:D2:09:21:1D:05,-80
2D:2F:27:25:9D:71,-61
8E:65:08:59:C7:74,-63
B9:06:36:33:9D:18,-78
F9:3E:19:65:7D:45,-86
A9:BB:16:7B:E9:0C,-78
51:C9:10:DC:A8:79,-71
FA:A6:85:D2:1E:42,-55
68:14:F6:53:E4:01,-78
9E:46:A6:D3:0E:72,-78
52:D5:DE:E9:C2:3D,-81
E2:5B:9B:B1:31:D1,-49
C4:8C:2F:F3:05:4A,-46
45:EF:5D:9F:AB:E9,-74
C0:67:CC:AB:83:EC,-81
43:0E:12:FC:8D:41,-82
32 devices found
2D:2F:27:25:9D:71,-65
68:14:F6:53:E4:01,-76
52:D5:DE:E9:C2:3D,-66
8E:65:08:59:C7:74,-65
B9:06:36:33:9D:18,-77
95:9F:30:58:62:26,-48
A8:F0:E0:91:32:FF,-84
BA:56:8A:72:B7:1E,-55
F9:3E:19:65:7D:45,-85
FA:A6:85:D2:1E:42,-58
51:C9:10:DC:A8:79,-62
C4:8C:2F:F3:05:4A,-46
1F:59:9D:B0:7B:6D,-66
9E:46:A6:D3:0E:72,-66
26:D3:23:19:67:0E,-63
45:EF:5D:9F:AB:E9,-69
21:0D:BD:6E:F4:E2,-85
7A:95:09:6C:CF:61,-75
A9:BB:16:7B:E9:0C,-69
C8:C0:32:A5:6A:E3,-74
EE:87:01:E3:60:62,-57
D1:D2:09:21:1D:05,-82
50:8D:BC:DC:88:4D,-50
E2:5B:9B:B1:31:D1,-47
BA:52:D1:37:92:DC,-75
B9:DE:24:A0:D2:5F,-85
43:0E:12:FC:8D:41,-75
65:D6:0F:6E:07:7C,-80
25:33:74:5C:47:37,-77
2B:8A:66:FB:D9:4F,-88
21:D4:0E:B3:97:E7,-53
C0:07:96:2B:97:C2,-74


Serial connection closed.  Attempting to reconnect...
